timestamp,open_price,high_price,low_price,close_price,volume,avg_sentiment,price_change
2025-04-11 17:15:00,198.05,198.06,197.99,198.0,2581.0,0.0,-0.0800000000000125
2025-04-11 17:20:00,198.0,198.06,197.875,197.92,4636.0,0.0,0.13000000000002387
2025-04-11 17:25:00,197.92,198.06,197.9152,198.05,4389.0,0.0,-0.05000000000001137
2025-04-11 17:30:00,198.02,198.06,197.95,198.0,6246.0,0.0,-0.06999999999999318
2025-04-11 17:35:00,198.0,198.0387,197.88,197.93,2523.0,0.0,-0.05000000000001137
2025-04-11 17:40:00,197.96,197.99,197.81,197.88,2576.0,0.0,0.11000000000001364
2025-04-11 17:45:00,197.81,197.99,197.81,197.99,3954.0,0.0,-0.27000000000001023
2025-04-11 17:50:00,197.98,197.99,197.72,197.72,6273.0,0.0,-0.030000000000001137
2025-04-11 17:55:00,197.81,197.81,197.66,197.69,3376.0,0.0,-0.21000000000000796
2025-04-11 18:00:00,197.7,197.74,197.41,197.48,9287.0,0.0,-0.1799999999999784
2025-04-11 18:05:00,197.51,197.51,197.2,197.3,13713.0,0.0,-0.160000000000025
2025-04-11 18:10:00,197.07,197.39,196.8632,197.14,25466.0,0.0,-0.29069999999998686
2025-04-11 18:15:00,197.13,197.13,196.8,196.8493,6033.0,0.0,-0.30930000000000746
2025-04-11 18:20:00,196.85,196.85,195.82,196.54,19681.0,0.0,0.2600000000000193
2025-04-11 18:25:00,196.5,197.05,196.5,196.8,12196.0,0.0,-0.14000000000001478
2025-04-11 18:30:00,196.75,196.8,196.6,196.66,4185.0,0.0,0.09999999999999432
2025-04-11 18:35:00,196.6,196.83,196.6,196.76,12498.0,0.0,-0.1449999999999818
2025-04-11 18:40:00,196.7,196.8,196.6,196.615,2884.0,0.0,0.03499999999999659
2025-04-11 18:45:00,196.67,196.73,196.6,196.65,1706.0,0.0,0.09000000000000341
2025-04-11 18:50:00,196.7,197.0,196.66,196.74,3386.0,0.0,0.030000000000001137
2025-04-11 18:55:00,196.78,196.99,196.75,196.77,2881.0,0.0,0.09000000000000341
2025-04-11 19:00:00,196.83,196.95,196.75,196.86,1332.0,0.0,0.04999999999998295
2025-04-11 19:05:00,196.87,196.98,196.85,196.91,6099.0,0.0,0.0
2025-04-11 19:10:00,196.94,196.98,196.9,196.91,5192.0,0.0,-0.030000000000001137
2025-04-11 19:15:00,196.94,196.98,196.8,196.88,3442.0,0.0,0.0800000000000125
2025-04-11 19:20:00,196.85,196.99,196.81,196.96,1560.0,0.0,-0.040000000000020464
2025-04-11 19:25:00,196.87,196.98,196.87,196.92,1179.0,0.0,-0.23999999999998067
2025-04-11 19:30:00,196.98,196.98,196.5,196.68,10757.0,0.0,0.0
2025-04-11 19:35:00,196.69,196.97,196.5,196.68,3792.0,0.0,0.2599999999999909
2025-04-11 19:40:00,196.65,196.98,196.6,196.94,4134.0,0.0,-0.060000000000002274
2025-04-11 19:45:00,196.95,196.95,196.8,196.88,2886.0,0.0,-0.030000000000001137
2025-04-11 19:50:00,196.86,196.9707,196.8,196.85,3811.0,0.0,0.14000000000001478
2025-04-11 19:55:00,196.85,197.0,196.8,196.99,7992.0,0.0,
